Category Level 1	Category Level 2	Category Level 3	ID	Article Title
Science/Health	Education	Math Scores	69226313f58f79a697d315ad	Educators	 Experts Grapple With How to Improve Nation’s Plummeting Math Scores
Science/Health	Archaeology	Maritime	6922622ff58f79a697d31371	Colombian scientists recover cannon	 coins and porcelain cup from 300-year-old Spanish shipwreck
Science/Health	Archaeology	Maritime	69226233f58f79a697d3139d	Cannon and Other Artifacts Are Recovered From San José Shipwreck
Science/Health	Technology	Cybersecurity	6922622ff58f79a697d3136a	Cyber pals? Russian	 North Korean hackers may be sharing resources	 programs: experts
Science/Health	Technology	Cryptography/Voting	6920f76864a37efc5bbf92e7	Cryptology Group Held an Election	 but Can’t Decrypt the Results
Science/Health	Corporate News	AI/Future of Work	69226278f58f79a697d314e9	Elon Musk's Vision of the Future: Work Is 'Optional	' Money Is Irrelevant as AI and Robots Take Over Everything
Sports	Cricket	Test Cricket	69226234f58f79a697d313a6	Australia has won the first Ashes cricket test against England by 8 wickets with three days to spare
Sports	Cricket	Test Cricket	69226319f58f79a697d315dc	Why this is England's worst defeat in Australia in years
Sports	Soccer (Football)	Player Interview	69226319f58f79a697d315e0	Karim Adeyemi interview: 'I always wanted to play for Liverpool'
Sports	Soccer (Football)	Club News	69226319f58f79a697d315db	'Liverpool in full-blown crisis and Slot under severe pressure'
Sports	Soccer (Football)	Match Analysis	69226319f58f79a697d315df	How Forest exploited Liverpool's weaknesses
Sports	Soccer (Football)	Match Analysis	69226319f58f79a697d315dc	Liverpool's 'biggest worry' after loss to Nottingham Forest
Sports	Soccer (Football)	Match Commentary	69226230f58f79a697d3137e	Enzo Maresca issues verdict on VAR controversy as Chelsea beat Burnley: 'Chaos inside the box!'
Sports	Soccer (Football)	World Cup Host	69226236f58f79a697d313b5	Kennedy Center says it's being paid $7.4 million ahead of the World Cup draw
Sports	Soccer (Football)	World Cup Host	69226230f58f79a697d3137c	Kennedy Center to be paid $7.4 million to prepare for World Cup draw
Sports	Rugby	International Match	69226288f58f79a697d3153d	All Blacks extend 72-year winning streak against spirited Wales in seven-try victory
Sports	Rugby	International Match	69226285f58f79a697d3153a	Chaos and drama mark Springboks' first win in Dublin in 13 years
Sports	Rugby	International Match	69226319f58f79a697d315de	'Never seen a game like it' - Farrell on SA loss
Sports	Rugby	World Rankings	6922630cf58f79a697d31595	Japan slips past Georgia to shake up rankings ahead of Rugby World Cup draw
Sports	Tennis	Davis Cup	6920f6fa64a37efc5bbf9128	Cobolli wins epic tie-break to send Italy into Davis Cup final
Sports	Figure Skating	International Competition	6922630df58f79a697d31596	Mone Chiba and Yuma Kagiyama skate to gold at Finlandia Trophy
Sports	NFL	Player Injury	6922631cf58f79a697d31602	Bengals' Joe Burrow out for Week 12 despite full practices	 Joe Flacco to start sixth straight game: report
Sports	NFL	Player Comments	6922631cf58f79a697d31601	Jets quarterback Justin Fields offers blunt reaction to benching
Sports	NBA	Player Retirement	6922631cf58f79a697d315f9	NBA great Chris Paul to end storied career after Hall of Fame-worthy run: report
Sports	F1	Race Commentary	69226313f58f79a697d315ac	'F*****g embarrassing!' Charles Leclerc swears in rage after qualifying struggles at Las Vegas Grand Prix
Sports	US Sports	Gambling Scandal	69226279f58f79a697d314f3	Gambling: Bookmaker linked to Ohtani’s interpreter fined $7.8 million for illegal casino operations
Sports	US Sports	Gambling Scandal	69226279f58f79a697d314f4	Ohtani interpreter’s legal team in talks with MLB commissioner over gambling investigation
Sports	US Sports	Gambling Scandal	6920f6d864a37efc5bbf9075	NCAA won't allow athletes or athletic department staff to bet on pro sports amid gambling scandals
Sports	US Sports	Gambling Scandal	69226236f58f79a697d313b4	Caesars Palace fined $7.8M over gambling by bookmaker linked to Ohtani's interpreter
Sports	NCAA Football	Coach Comments	6920f63e64a37efc5bbf8ef4	Bill Belichick addresses report of UNC players amassing dozens of traffic violations under his leadership
Sports	NCAA Football	Student Engagement	6920f63e64a37efc5bbf8eee	College football team entices students with free beer	 ice cream ahead of big game
Sports	NCAA Football	Venue	69226278f58f79a697d314e7	Michigan State to host first ever college football game at Detroit Tigers' stadium
Sports	NCAA Football	Broadcast Guide	69226319f58f79a697d315e2	How to watch the Black Friday college football games
US Politics	Congress/Legislative	Health Policy/Abortion	69226279f58f79a697d314ff	175 GOP Lawmakers Call on FDA to Reverse Biden Admin’s ‘Mail-Order Abortion Scheme’
US Politics	Congress/Legislative	Election Analysis	6922627af58f79a697d3150c	Clyburn: Dems Didn't Cave on Shutdown	 They Got Attention for Issue	 Election Wins in VA and NJ
US Politics	Congress/Legislative	Campaign Finance	69226275f58f79a697d314c2	AOC email seeks donations for turkey giveaway — but money goes straight to her campaign coffers
US Politics	Congress/Legislative	Immigration	6920f6d964a37efc5bbf9085	Conservatives Plan to Propose Stricter Asylum Rules in Amendments to Border Bill
US Politics	Congress/Legislative	Energy Policy	69226235f58f79a697d313b0	Senator demands answers on Northwest fuel pipeline shutdown that could affect Thanksgiving travel
US Politics	Congress/Legislative	Hate Symbols/Military	69226235f58f79a697d313b3	Senators want answers from Coast Guard on how it probes displays of swastikas or other hate symbols
US Politics	Congress/Legislative	Election Analysis	6922627af58f79a697d3150a	Jeffries on if Shutdown Worked: Dems Didn't Shut Government Down
US Politics	Congress/Legislative	Health Policy/ACA	6922627af58f79a697d3150b	Jeffries: Without Tax Credits	 Health Care Under Affordable Care Act 'Will Be Unaffordable'
US Politics	Congress/Legislative	Immigration	6920f6d964a37efc5bbf9083	JD Vance Wades Into Canadian Immigration Debate
US Politics	Congress/Legislative	Resignations	69226235f58f79a697d313ab	Marjorie Taylor Greene is resigning. Here's what to know about her five years in Congress
US Politics	Congress/Legislative	Resignations	69226235f58f79a697d313b2	Rep. Marjorie Taylor Greene of Georgia	 former Trump loyalist	 says she is resigning from Congress
US Politics	Congress/Legislative	Resignations	6922630ef58f79a697d31599	MAGA favorite Marjorie Taylor Greene to resign after split with Trump
US Politics	Congress/Legislative	Foreign Policy	6922627bf58f79a697d31515	US senators slam Trump’s Russia-Ukraine peace plan as rewarding aggression
US Politics	Congress/Legislative	Domestic Policy	69226240f58f79a697d313eb	Doubling Down: Top House Democrat says focus on high prices ‘absolutely going to continue’
US Politics	Elections	2028 Race	69226234f58f79a697d313a3	Potential presidential candidates are less coy about 2028 plans: 'Of course I’m thinking about it'
US Politics	Elections	Gubernatorial Race	69226240f58f79a697d313e2	California gubernatorial hopeful Eric Swalwell embraces role as Trump's loudest critic amid new DOJ probe
US Politics	Elections	House Race	6920fb3a43a53e9495a101f4	Dem House hopeful exposed as far-left activist pushing to abolish police weeks before special election
US Politics	Elections	House Race	6922627af58f79a697d3150e	George Soros-backed groups bankroll Democratic candidate who seeks to abolish police
US Politics	Media/Commentary	Election Forecast	6922627af58f79a697d31512	'The View' Co-Host Joy Behar Thinks Conservative Woman Could Win Presidency 'Faster than a Liberal'
US Politics	Media/Commentary	Political Dinner	6922631cf58f79a697d315f7	Bill Maher hits back at Larry David's 'dumb' NYT op-ed criticizing his dinner with Trump
US Politics	Media/Commentary	Political Dinner	69226278f58f79a697d314e5	Exclusive — Jenn Pellegrino on Trump Meeting Zohran Mamdani: Middle Ground Comes Down to Common Sense
US Politics	Media/Commentary	Political Movement	69226278f58f79a697d314ec	Exclusive – Jenn Pellegrino: Defend Forgotten America Aims to Extend MAGA Movement Beyond Trump's Second Term
US Politics	Media/Commentary	Political Movement	6922631bf58f79a697d315ea	MAGA-aligned political group aims to extend movement beyond Trump's second term
US Politics	Media/Commentary	Foreign Policy	69226278f58f79a697d314eb	Fetterman: New Dem Candidates Making Being Anti-Israel 'Front and Center in Their Campaign'
US Politics	Media/Commentary	Security/Events	69226279f58f79a697d314f5	Charlie Kirk's Security Chief: Campus Police Failed to Cover Rooftops as Promised Before Assassination
US Politics	Media/Commentary	TV/Feuds	6920f63f64a37efc5bbf8efd	Kimmel fires back at Trump’s demand to take him off the air	 says 'I'll go when you go'
US Politics	Media/Commentary	New York City Politics	6922631cf58f79a697d31603	‘Antisemitic’ activist Linda Sarsour: Mamdani mayoral win shows hating Israel can ‘send you to City Hall’
US Politics	Executive/White House	Political Pressure	69226234f58f79a697d313a9	Republicans hyped the Epstein files for years. Now Trump is under pressure to deliver
US Politics	Executive/White House	Post-Election	69226312f58f79a697d315a8	Trump lavishes praise on New York's mayor-elect Mamdani at warm White House meeting
US Politics	Executive/White House	Post-Election	6920f78764a37efc5bbf9338	Trump	 Mamdani promise to help NYC	 tackle affordability in cordial meeting
US Politics	Executive/White House	Post-Election	6920fb3b43a53e9495a101f5	'I'll be cheering for him': Takeaways from Trump and Mamdani's surprisingly cordial meeting
US Politics	Executive/White House	Post-Election	6920fb5b43a53e9495a10205	5 Takeaways From Trump’s Meeting With Mamdani
US Politics	Executive/White House	Immigration	69226235f58f79a697d313af	Trump says he's terminating legal protections for Somali migrants in Minnesota
US Politics	Executive/White House	Immigration/Asylum	6922631ef58f79a697d31623	Christian converts are among the Iranians being sent home from US
US Politics	Executive/White House	Immigration	69226231f58f79a697d31387	'It's outrageous!' Top US official brands mass migration 'threat to Western civilisation' after Donald Trump issues stark warning
US Politics	Executive/White House	Hostage Release	69226277f58f79a697d314db	"You were a light for me" | Freed hostage hands heartfelt letter to President Trump
US Politics	Executive/White House	Hostage Release	69226276f58f79a697d314d4	From the White House to the Ohel | Hostage survivor visits grave of Lubavitcher Rebbe
US Politics	Executive/White House	Domestic Policy	69226319f58f79a697d315e3	56-year-old man got over $170	000 in student loan forgiveness under Trump: 'I could not believe it'
US Politics	Executive/White House	Post-Presidency	69226241f58f79a697d313f9	Trump teaming up with Jack Nicklaus to revamp 'president's golf course' at Joint Base Andrews
US Politics	Legal/Judicial	High-Profile Cases	69226275f58f79a697d314c6	Hunter Biden's legal team is 'scared' and ready for the court fight in California	 expert says
US Politics	Legal/Judicial	High-Profile Cases	69226279f58f79a697d314f9	Legal expert says Trump’s legal team is ‘scared’ of California court fight in Hunter Biden case
US Politics	Legal/Judicial	High-Profile Cases	6920f78764a37efc5bbf9337	Comey's lawyers move to dismiss indictment citing grand jury issues
US Politics	Legal/Judicial	High-Profile Cases	6922631df58f79a697d31609	Comey blasts ‘reckless and ill-conceived’ prosecution – argues charges should be dismissed ‘twice over’ in latest court filing
US Politics	Legal/Judicial	Sex Crime Cases	69226235f58f79a697d313aa	Epstein's accusers grapple with complex emotions about promised release of Justice Department files
US Politics	Legal/Judicial	Death Penalty	69226235f58f79a697d313ac	Federal prosecutors say Bondi’s comments shouldn’t affect Luigi Mangione’s death penalty case
US Politics	Legal/Judicial	Voting Rights/Redistricting	69226236f58f79a697d313b6	Supreme Court blocks order that found Texas congressional map is likely racially biased
US Politics	Legal/Judicial	Election Interference	69226232f58f79a697d31397	Judge in Trump’s Georgia RICO case signals major rulings are on the way
US Politics	Legal/Judicial	Election Interference	6920f71464a37efc5bbf91aa	Prosecutor asks Arizona Supreme Court to review decision that stalled fake elector case
US Politics	Legal/Judicial	Election Interference	69226277f58f79a697d314e0	Fake elector case prosecutor seeks to review decision that stalled trial
US Politics	Legal/Judicial	Immigration	6920f65e64a37efc5bbf8f28	Federal Judge Blocks IRS From Releasing Tax Data to Assist in Deportations
US Politics	Legal/Judicial	Military/Domestic	692262a6f58f79a697d3156e	Federal Judge Orders End to National Guard in DC
US Politics	Legal/Judicial	Executive Action	6920f78764a37efc5bbf9339	Federal judge rebukes administration's use of force during 'Operation Midway Blitz'
US Politics	Law Enforcement	Domestic Security	6920fb3b43a53e9495a101f7	FBI restricted agents from working with CAIR years before Texas branded group a terrorist organization
US Politics	Social Issues	Education/Labor	69226241f58f79a697d313fa	Texas A&M committee rules professor's firing over gender identity lesson unjustified
US Politics	Social Issues	Education/Labor	6920f63e64a37efc5bbf8ef2	New Jersey elementary school teacher placed on leave for 'inappropriate political commentary'
US Politics	Social Issues	Education Policy	6922631cf58f79a697d315fa	Florida's legislature passes measure to ease restrictions on teaching the Bible in public schools
US Politics	Local/City Politics	Immigration	6920f77464a37efc5bbf92f4	Chicago rejects DOJ grants tied to Trump's immigration policies
US Politics	State/Local Politics	Immigration	69226240f58f79a697d313e6	Governor Greg Abbott’s office releases 200 documents in Texas’ botched migrant busing operation
US Politics	Local/City Politics	Protests	69226240f58f79a697d313e8	Los Angeles City Hall meeting interrupted by pro-Palestine protesters	 ending meeting early
US Politics	Local/City Politics	Foreign Policy Influence	6922625ff58f79a697d3142f	Florida's governor expands special session	 citing Israeli conflicts
US Politics	Health Policy	Public Health Figures	6920f71564a37efc5bbf91b0	RFK Jr. says he personally directed CDC's new guidance on vaccines and autism
World	Asia	India Social Issues	69226238f58f79a697d313bf	Another student suicide as 13-year-old jumps off school building in Maharashtra	 father blames teachers
World	Asia	India Elections	69226234f58f79a697d313a2	India's ruling party eyes gains in state elections
World	Asia	India Labor Policy	69226281f58f79a697d31532	‘Anti-worker	 pro-employer’: Trade unions condemn ‘unilateral’ implementation of labour codes
World	Asia	India Labor Policy	69226239f58f79a697d313c4	BIG reforms in India's labour laws: Free health check-ups to overtime pay	 how will newly implemented codes benefit young workers?
World	Asia	India Politics	6922627ff58f79a697d3152c	Bengal: Another BLO found hanging	 Mamata asks how many more lives will be lost due to SIR
World	Asia	India Education	69226282f58f79a697d31534	Class	 caste	 collapsing public universities: Why Indian researchers publish in predatory journals
World	Asia	China Domestic Policy	69226245f58f79a697d31404	China to continue rising high-quality urban renewal: official
World	Asia	China Domestic Policy	69226247f58f79a697d31407	China gains notable results in improving residents' housing
World	Asia	China Domestic Policy	69226246f58f79a697d31405	China's old neighborhood renovation balances livelihoods
World	Asia	China Domestic Policy	69226246f58f79a697d31406	China's Shanghai offers wisdom for nationwide urban renewal
World	Asia	Human Rights/Religion	69226242f58f79a697d313fd	Daughter of Jailed Chinese Church Leader Calls on US to ‘Stand With Us’
World	Asia Politics	Japan Social Issues	6922627cf58f79a697d31520	Japan's first female leader faces a taboo over entering the male-only sumo ring
World	Asia Politics	Japan Social Issues	69226297f58f79a697d3154f	Japan's first female leader faces a taboo over entering the male-only sumo ring
World	Asia Royalty	Japan Royalty	6922630ff58f79a697d3159c	Princess Aiko returns home from official visit to Laos
World	Africa	Mass Abductions	6922627bf58f79a697d3151c	Number of children abducted in Nigerian school attack rises to more than 300
World	Africa	Mass Abductions	6920f76764a37efc5bbf92e5	At Least 52 Kidnapped From Nigeria School in Second Mass Abduction This Week
World	Africa	Mass Abductions	69226231f58f79a697d3138c	Christian persecution: More than 300 Catholic schoolchildren abducted by masked gunmen in Nigeria
World	Africa	Mass Abductions	6922622ef58f79a697d31363	Gunmen Abduct More Than 200 Schoolchildren and 12 Teachers in Attack on Nigerian Catholic School
World	Africa	Mass Abductions	69226279f58f79a697d314f6	Nigerian governor calls on citizens to remain calm after mass abduction of schoolchildren
World	Africa	Economic Policy	69226252f58f79a697d3141b	Nigeria's economic policies are being scrutinized by international bodies
World	Africa	Elections	69226218f58f79a697d31326	Guinea-Bissau holds close vote	 Embalo seeks rare second term
World	Africa	Water Disputes	692262a8f58f79a697d31576	Ethiopia’s ‘unpredictable’ GERD releases trigger major Blue Nile swings: Egypt’s irrigation ministry
World	Europe Security	Military Incidents	6922627bf58f79a697d31518	Dutch military opens fire at drones over Volkel Air Base
World	Europe Security	Military Incidents	6922627af58f79a697d31508	Dutch Military Opens Fire at Unidentified Drones over Volkel Air Base
World	Europe Conflict	Russia-Ukraine War	6922622af58f79a697d3134e	Dark and cold	 Kyiv prepares for another winter under Russian attack
World	Europe Conflict	Russia-Ukraine War	69226232f58f79a697d31394	After Russian Strike on Apartment Buildings	 Ukraine’s Hope for Survivors Fades
World	Europe Conflict	Russia-Ukraine War	6922622ff58f79a697d3136b	Kyiv bracing for toughest winter of war	 as 60% of natural gas production lost to Russian strikes
World	Europe Conflict	Russia-Ukraine War	6922624ef58f79a697d31414	Russian troops capture over 15 villages in eastern Ukraine
World	Europe Politics	Protests/Strikes	6922627bf58f79a697d31517	Serbians mark anniversary of pro-government violence that spawned student strikes
World	Europe Politics	Judicial/Police Action	69226231f58f79a697d31391	Germany to launch new probe into police use of force	 citing racial bias
World	Europe Politics	UK Social Issues	69226230f58f79a697d31380	Britain is becoming more racist	 says Shabana Mahmood as she describes abuse faced by her family
World	Europe Politics	UK Crime/Gangs	69226230f58f79a697d31381	Campaigner brands Sadiq Khan 'absolute snake' while Keir Starmer vows to investigate London grooming gangs
World	Religion	Catholic Church	69226225f58f79a697d31343	Catholic bishop in Spain resigns after abuse allegation
World	Religion	Catholic Church	6922627bf58f79a697d31519	Pope accepts resignation of bishop accused of abuse in first known case for pontiff
World	Europe Politics	UK Royalty/Epstein	69226230f58f79a697d31379	Andrew Mountbatten-Windsor should help US investigators over Jeffrey Epstein	 Sir Keir Starmer suggests
World	Europe Politics	Cultural/Food Disputes	69226226f58f79a697d31345	‘Carbonara sauce’ at EU Parliament causes stir with Italy
World	Europe Politics	Legislative/Budget	69226228f58f79a697d3134b	French lawmakers reject income part of budget bill as it heads to Senate
World	Europe Politics	Social Policy	69226317f58f79a697d315c8	Does religion still matter in Polish politics?
World	Europe Politics	Social Policy	69226229f58f79a697d3134d	A look at European countries that allow assisted dying as Slovenia heads for referendum
World	Europe Politics	Media/Press Freedom	69226279f58f79a697d314f7	Greek journalist under investigation after exposing alleged corruption
World	North America	Canada Politics	69226279f58f79a697d314f1	Justin Trudeau 'loses the room' in meeting with Canadian business leaders
World	North America	Social Policy	6922629ef58f79a697d31557	Alberta Premier Says New Zealand Taking ‘Right Direction’ With Puberty Blocker Ban for Minors	 Similar to Alberta
World	North America	Education Policy	6922629ff58f79a697d3155e	Alberta Releases Classroom Complexity Report	 Says Will Implement Recommendations
World	North America	Energy Policy	6922629ef58f79a697d3155a	Alberta	 Ottawa Energy Accord Potentially Involving New Pipeline May Come in Weeks: Premier Smith
World	North America	Energy Policy	6920f6d964a37efc5bbf9081	Eby Open to Pipeline Expansion Through BC ‘If It’s Needed	’ Against Lifting Oil Tanker Ban
World	Europe Politics	UK Labor Policy	69226307f58f79a697d31586	New UK government expected to abandon planned changes to employment law	 say sources
World	Europe Politics	UK Commentary	6920f68064a37efc5bbf9020	'Keir Starmer is a laughing stock and the whole world is laughing at him too	' Patrick Christys says
World	Europe Politics	UK Commentary	69226230f58f79a697d3137f	'Keir Starmer is the UK version of Joe Biden - I can't take Labour seriously	' Nana Akua says
World	Europe Politics	UK Commentary	6920f70b64a37efc5bbf9168	Donald Trump blasts Keir Starmer and Ed Miliband's 'out of control energy problems' in damning blow to Labour
World	Europe Politics	UK Media/Appointments	69226318f58f79a697d315d6	Is time running out for BBC chair Samir Shah after latest resignation?
World	Europe Politics	Elections	69226252f58f79a697d3141d	Luxembourg's new Prime Minister to be sworn in
World	Europe Politics	Immigration	6920f68064a37efc5bbf9021	"'Our borders are at breaking point - Shabana Mahmood's asylum reforms still don’t go far enough	' Matt Goodwin says"
World	Europe Politics	Immigration	69226230f58f79a697d31384	'I'm PETRIFIED!' Pink Ladies protester blasts 'unfettered men rocking up on Britain's shores'
World	Latin America	Political Arrests	6922627bf58f79a697d3151a	Brazil's ex-president Bolsonaro arrested over alleged escape plot
World	Latin America	Political Arrests	69226276f58f79a697d314ce	Brazil arrests former President Bolsonaro over escape plot
World	Latin America	Political Arrests	6922628bf58f79a697d31541	Brazil's ex-president Bolsonaro arrested over alleged plot to escape and avoid 27-year prison term
World	Latin America	Political Arrests	6922625cf58f79a697d3142b	Brazil’s ex-president Bolsonaro arrested to prevent ‘attempted escape	’ court says
World	Latin America	Political Arrests	6922622ff58f79a697d31372	Brazil’s ex-President Jair Bolsonaro detained by police	 lawyer says
World	Latin America	Political Arrests	6922621af58f79a697d3132a	Brazil’s Bolsonaro detained for trying to break ankle bracelet and flee
World	Latin America	Political Arrests	69226228f58f79a697d31349	Brazil’s former president Bolsonaro taken into federal police custody	 lawyer says
World	Latin America	Political Arrests	69226267f58f79a697d3149a	Bolsonaro moved to police custody over escape concerns
World	Latin America	Political Arrests	6922627bf58f79a697d31514	What to know about former President Jair Bolsonaro's arrest in Brazil
World	Latin America	Religion/Politics	69226232f58f79a697d31398	A Socialist Priest Embraces Venezuela’s Maduro	 an Autocratic Leader
World	Latin America	Security/Humanitarian	6922631df58f79a697d31619	"We worry more about food' say Venezuelans living under threat of US military action"
World	Latin America	Security/Travel	6920f6d764a37efc5bbf906e	FAA warns all pilots of risks of flying over Venezuela over 'worsening security situation'
World	Middle East	Hostages/Conflict	6922627bf58f79a697d3151d	Families of Yemeni aid workers detained by Houthi rebels despair for their fate
World	Middle East	Hostages/Conflict	69226276f58f79a697d314d9	Amb. Leiter's emotional speech to captivity survivors: 'Carrying our ancestors’ prayers'
World	Middle East	Israel-Gaza Conflict	69226251f58f79a697d31419	At least 67 Palestinian children killed after Gaza ceasefire
World	Middle East	Israel-Gaza Conflict	69226250f58f79a697d31418	International community failed to protect Gaza children
World	Middle East	Israel-Gaza Conflict	69226232f58f79a697d31395	20 Killed in Israeli Strikes as Israel and Hamas Trade Blame Over Truce
World	Middle East	Israel-Gaza Conflict	6922629bf58f79a697d31551	Israel says Hamas violated truce by firing into its territory
World	Middle East	Military Appointments	6922624ff58f79a697d31417	Ali Jahanshahi appointed as Iran Army Ground Force commander
World	Middle East	Military/Security	6922624ef58f79a697d31415	Iran ready to respond to any enemy’s potential threats
World	Middle East	Military/Security	69226256f58f79a697d31426	Egypt’s army is more than capable of protecting national security: Spox
World	Middle East	Israel Politics	69226277f58f79a697d314e1	Attorney General clashes with government on reservist law
World	Middle East	Israel-Palestine	69226277f58f79a697d314dc	Cave of the Patriarchs utilities shifted to Israeli control
World	Middle East	Israel-Palestine	69226277f58f79a697d314dd	Hadrian’s Curse returns - Palestine is Judea
World	Middle East	Israel-Palestine	69226233f58f79a697d31399	IDF says it killed 5 terrorists	 including senior Hamas commander	 in West Bank raid
World	Middle East	Israel-Palestine	6922625ff58f79a697d3142f	Israel continues raiding West Bank amid extrajudicial killings of Palestinians
World	Middle East	Israel-Palestine	69226307f58f79a697d31588	Netanyahu convenes cabinet on settler violence in the West Bank that continues unabated
World	Middle East	Israel Health	692262a8f58f79a697d31577	Health minister opens upgraded emergency units	 inspects major infrastructure projects
World	Middle East	Iran-Lebanon Relations	6920f73f64a37efc5bbf9246	Araghchi invites Lebanese counterpart to visit Tehran
World	Middle East	Human Rights	69226252f58f79a697d3141c	Intl. session on children rights held by Iranian institute
World	Middle East	Media/Press Freedom	69226277f58f79a697d314da	'Biased And Fake': Rare police statement against Mako reporter
World	Middle East	Media/Press Freedom	69226230f58f79a697d3137a	Journalist 'hacked' by rival Mako reporter as he exposed corruption
World	Middle East	Media/Press Freedom	69226220f58f79a697d31339	Media report exposes a fake news story about the death of a prominent Israeli politician
World	Middle East	Media/Press Freedom	69226318f58f79a697d315d8	Media watchdog warns of 'drastic decline' in press freedom in the Middle East
World	Russia	Infrastructure	6922627bf58f79a697d3151e	Frustrations grow in Russia over cellphone internet outages that disrupt daily life
World	Russia	Infrastructure	69226308f58f79a697d3158c	Frustrations grow in Russia over cellphone internet outages that disrupt daily life
World	Europe Politics	Social Issues	69226317f58f79a697d315cf	Who killed young Chechen woman who fled Russia for a life of freedom?
World	Europe Politics	Social Issues	69226232f58f79a697d3139b	Russian Exiles See Europe Visa Rule as Blow Against Them	 Not Putin
World	General	News Digest	69226313f58f79a697d315ad	Latest news from November 22	 2025
World	General	News Digest	69226218f58f79a697d31327	Latest news from November 23	 2025
World	General	News Digest	69226219f58f79a697d31328	While You Were Sleeping: 5 stories you might have missed	 Nov 23	 2025
World	Global Summits	G20 Summit	6922631ef58f79a697d31621	Will Trump's no-show eclipse South Africa's G20 moment?
World	Russia	Diplomacy	69226227f58f79a697d31347	Russia's Ryabkov says potential Putin-Trump summit is on the agenda
